ペア,ペア,1285,1285,7,-9.9975
ペア,ペア,1300,1300,7,-11.3914
ペイジ,ペイジ,1289,1289,255,-10.8169
ペイペイ,PayPay,1288,1288,501,-10.5626
ペキン,北京,1293,1293,346,-8.2274
ペキンオリンピック,北京オリンピック,1288,1288,428,-11.0183
ペキンダイガク,北京大学,1293,1293,187,-11.0865
ペコ,ぺこ,1289,1289,150,-11.2367
ペコ,ペコ,1289,1289,51,-11.4247
ペソ,ペソ,1300,1300,163,-11.0765
ペット,ペット,1285,1285,499,-9.8901
ペットボトル,ペットボトル,1285,1285,75,-11.1240
ペデストリアンデッキ,ペデストリアンデッキ,1293,1293,469,-10.8791
ペトロ,ペトロ,1289,1289,199,-10.7470
ペドロ,ペドロ,1289,1289,329,-10.2926
ペナン,ペナン,1293,1293,410,-10.9969
ペラペラ,ペラペラ,1281,1281,418,-10.5066
ペリー,ペリー,1290,1290,417,-9.8552
ペルシア,ペルシア,1289,1289,359,-9.3374
ペルシアゴ,ペルシア語,1288,1288,340,-11.4037
ペルシャ,ペルシャ,1293,1293,359,-10.2263
ペルセウス,ペルセウス,1289,1289,222,-11.1684
ペルソナ,ペルソナ,1292,1292,89,-9.6948
ペルー,ペルー,1294,1294,272,-8.5198
ペレ,ペレ,1290,1290,334,-10.3786
ペレス,ペレス,1290,1290,62,-10.7126
ペレット,ペレット,1289,1289,270,-11.1675
ペロ,ペロ,1289,1289,462,-10.8369
ペロペロ,ぺろぺろ,1281,1281,501,-10.8374
ペロペロ,ペロペロ,1281,1281,501,-10.9023
ペロリ,ペロリ,1292,1292,41,-10.9667
ペン,ぺん,1300,1300,80,-9.8593
ペン,ペン,1285,1285,64,-10.0420
ペンギン,ペンギン,1285,1285,499,-11.2123
ペンサコーラ,ペンサコーラ,1289,1289,138,-11.2132
ペンシルベニア,ペンシルベニア,1293,1293,138,-10.1272
ペンシルベニアシュウ,ペンシルベニア州,1288,1288,138,-10.6544
ペンス,ペンス,1300,1300,454,-11.3754
ペンテル,ぺんてる,1292,1292,105,-10.5312
ペンネーム,ペンネーム,1285,1285,324,-10.9546
ペー,ぺー,1281,1281,150,-10.0782
ページ,ページ,1300,1300,445,-7.3279
ページ,ページ,1285,1285,445,-8.7271
ページニ,ページに,1285,151,17,-10.9413
ページノ,ページの,1285,368,17,-11.1411
ページヲ,ページを,1285,156,17,-10.6419
ペース,ペース,1285,1285,63,-9.5522
ペースデ,ペースで,1285,149,17,-10.1675
ペーハー,pH,1288,1288,405,-11.2031
ペーパー,ペーパー,1285,1285,139,-11.3038